,clip_name,label
27644,train27645.aiff,0
24179,train24180.aiff,0
27962,train27963.aiff,0
28314,train28315.aiff,0
20830,train20831.aiff,0
21270,train21271.aiff,0
16524,train16525.aiff,0
24519,train24520.aiff,0
1024,train1025.aiff,0
9200,train9201.aiff,0
800,train801.aiff,0
24500,train24501.aiff,0
8525,train8526.aiff,0
15766,train15767.aiff,0
28203,train28204.aiff,0
19150,train19151.aiff,0
17839,train17840.aiff,0
11860,train11861.aiff,0
13164,train13165.aiff,0
14663,train14664.aiff,0
28690,train28691.aiff,0
27903,train27904.aiff,0
21689,train21690.aiff,0
28140,train28141.aiff,0
27288,train27289.aiff,0
16093,train16094.aiff,0
3454,train3455.aiff,0
28673,train28674.aiff,0
12428,train12429.aiff,0
12778,train12779.aiff,0
13512,train13513.aiff,0
23753,train23754.aiff,0
10750,train10751.aiff,0
18057,train18058.aiff,0
25454,train25455.aiff,0
18094,train18095.aiff,0
16764,train16765.aiff,0
5554,train5555.aiff,0
1063,train1064.aiff,0
537,train538.aiff,0
1859,train1860.aiff,0
8931,train8932.aiff,0
6005,train6006.aiff,0
16721,train16722.aiff,0
6459,train6460.aiff,0
20262,train20263.aiff,0
18397,train18398.aiff,0
15359,train15360.aiff,0
10277,train10278.aiff,0
29975,train29976.aiff,0
3814,train3815.aiff,0
7336,train7337.aiff,0
28027,train28028.aiff,0
19351,train19352.aiff,0
19684,train19685.aiff,0
6766,train6767.aiff,0
24836,train24837.aiff,0
6492,train6493.aiff,0
17871,train17872.aiff,0
11238,train11239.aiff,0
10289,train10290.aiff,0
1991,train1992.aiff,0
12524,train12525.aiff,0
28617,train28618.aiff,0
10914,train10915.aiff,0
5724,train5725.aiff,0
14345,train14346.aiff,0
22164,train22165.aiff,0
22832,train22833.aiff,0
4405,train4406.aiff,0
7121,train7122.aiff,0
29269,train29270.aiff,0
4752,train4753.aiff,0
6020,train6021.aiff,0
2532,train2533.aiff,0
29442,train29443.aiff,0
23953,train23954.aiff,0
7030,train7031.aiff,0
21799,train21800.aiff,0
5976,train5977.aiff,0
8110,train8111.aiff,0
4393,train4394.aiff,0
8471,train8472.aiff,0
10198,train10199.aiff,0
21496,train21497.aiff,0
8700,train8701.aiff,0
29274,train29275.aiff,0
17920,train17921.aiff,0
18918,train18919.aiff,0
15041,train15042.aiff,0
25026,train25027.aiff,0
9814,train9815.aiff,0
29019,train29020.aiff,0
11221,train11222.aiff,0
746,train747.aiff,0
20092,train20093.aiff,0
19020,train19021.aiff,0
28607,train28608.aiff,0
22033,train22034.aiff,0
13948,train13949.aiff,0
21212,train21213.aiff,0
22445,train22446.aiff,0
11345,train11346.aiff,0
14759,train14760.aiff,0
5943,train5944.aiff,0
7490,train7491.aiff,0
28429,train28430.aiff,0
28226,train28227.aiff,0
17469,train17470.aiff,0
16428,train16429.aiff,0
24674,train24675.aiff,0
2785,train2786.aiff,0
940,train941.aiff,0
21807,train21808.aiff,0
5971,train5972.aiff,0
21442,train21443.aiff,0
1019,train1020.aiff,0
2300,train2301.aiff,0
25577,train25578.aiff,0
25183,train25184.aiff,0
9263,train9264.aiff,0
3229,train3230.aiff,0
25568,train25569.aiff,0
24676,train24677.aiff,0
2889,train2890.aiff,0
23993,train23994.aiff,0
24757,train24758.aiff,0
7852,train7853.aiff,0
2201,train2202.aiff,0
1684,train1685.aiff,0
6019,train6020.aiff,0
10336,train10337.aiff,0
22802,train22803.aiff,0
28598,train28599.aiff,0
28651,train28652.aiff,0
28376,train28377.aiff,0
12363,train12364.aiff,0
20373,train20374.aiff,0
16749,train16750.aiff,0
24284,train24285.aiff,0
16141,train16142.aiff,0
7976,train7977.aiff,0
4527,train4528.aiff,0
29423,train29424.aiff,0
27252,train27253.aiff,0
16310,train16311.aiff,0
11856,train11857.aiff,0
3944,train3945.aiff,0
21676,train21677.aiff,0
13987,train13988.aiff,0
14,train15.aiff,0
17967,train17968.aiff,0
24805,train24806.aiff,0
4530,train4531.aiff,0
23377,train23378.aiff,0
29572,train29573.aiff,0
28858,train28859.aiff,0
21559,train21560.aiff,0
27801,train27802.aiff,0
14298,train14299.aiff,0
6912,train6913.aiff,0
2832,train2833.aiff,0
1188,train1189.aiff,0
10646,train10647.aiff,0
10769,train10770.aiff,0
1966,train1967.aiff,0
17273,train17274.aiff,0
21878,train21879.aiff,0
29471,train29472.aiff,0
6150,train6151.aiff,0
8295,train8296.aiff,0
27479,train27480.aiff,0
17832,train17833.aiff,0
17386,train17387.aiff,0
23012,train23013.aiff,0
24427,train24428.aiff,0
1631,train1632.aiff,0
16069,train16070.aiff,0
29846,train29847.aiff,0
21759,train21760.aiff,0
18019,train18020.aiff,0
14631,train14632.aiff,0
1965,train1966.aiff,0
18334,train18335.aiff,0
6457,train6458.aiff,0
22833,train22834.aiff,0
17389,train17390.aiff,0
21926,train21927.aiff,0
5365,train5366.aiff,0
1515,train1516.aiff,0
22044,train22045.aiff,0
27014,train27015.aiff,0
4369,train4370.aiff,0
17949,train17950.aiff,0
25537,train25538.aiff,0
19207,train19208.aiff,0
11912,train11913.aiff,0
17446,train17447.aiff,0
25095,train25096.aiff,0
11173,train11174.aiff,0
2523,train2524.aiff,0
11687,train11688.aiff,0
29166,train29167.aiff,0
482,train483.aiff,0
27535,train27536.aiff,0
11116,train11117.aiff,0
11389,train11390.aiff,0
14931,train14932.aiff,0
598,train599.aiff,0
5016,train5017.aiff,0
17,train18.aiff,0
23912,train23913.aiff,0
29599,train29600.aiff,0
27549,train27550.aiff,0
21779,train21780.aiff,0
6868,train6869.aiff,0
5171,train5172.aiff,0
17659,train17660.aiff,0
14034,train14035.aiff,0
15486,train15487.aiff,0
9597,train9598.aiff,0
17710,train17711.aiff,0
13270,train13271.aiff,0
13204,train13205.aiff,0
25650,train25651.aiff,0
29222,train29223.aiff,0
29137,train29138.aiff,0
2750,train2751.aiff,0
21173,train21174.aiff,0
27900,train27901.aiff,0
28505,train28506.aiff,0
21363,train21364.aiff,0
22552,train22553.aiff,0
2782,train2783.aiff,0
13814,train13815.aiff,0
11333,train11334.aiff,0
27776,train27777.aiff,0
1213,train1214.aiff,0
86,train87.aiff,0
5620,train5621.aiff,0
11317,train11318.aiff,0
895,train896.aiff,0
4492,train4493.aiff,0
9777,train9778.aiff,0
10952,train10953.aiff,0
22488,train22489.aiff,0
20766,train20767.aiff,0
26169,train26170.aiff,0
26793,train26794.aiff,0
17210,train17211.aiff,0
17367,train17368.aiff,0
17498,train17499.aiff,0
7285,train7286.aiff,0
24489,train24490.aiff,0
1674,train1675.aiff,0
6935,train6936.aiff,0
5127,train5128.aiff,0
17031,train17032.aiff,0
14682,train14683.aiff,0
27158,train27159.aiff,0
543,train544.aiff,0
13470,train13471.aiff,0
29540,train29541.aiff,0
1999,train2000.aiff,0
901,train902.aiff,0
5566,train5567.aiff,0
2847,train2848.aiff,0
19191,train19192.aiff,0
3644,train3645.aiff,0
18622,train18623.aiff,0
317,train318.aiff,0
29637,train29638.aiff,0
17399,train17400.aiff,0
14869,train14870.aiff,0
210,train211.aiff,0
15926,train15927.aiff,0
3193,train3194.aiff,0
1445,train1446.aiff,0
13991,train13992.aiff,0
27244,train27245.aiff,0
18198,train18199.aiff,0
13385,train13386.aiff,0
4125,train4126.aiff,0
15534,train15535.aiff,0
645,train646.aiff,0
713,train714.aiff,0
21197,train21198.aiff,0
23885,train23886.aiff,0
13369,train13370.aiff,0
20189,train20190.aiff,0
4381,train4382.aiff,0
9858,train9859.aiff,0
24125,train24126.aiff,0
10828,train10829.aiff,0
14673,train14674.aiff,0
25818,train25819.aiff,0
6263,train6264.aiff,0
7692,train7693.aiff,0
17387,train17388.aiff,0
1767,train1768.aiff,0
29724,train29725.aiff,0
17673,train17674.aiff,0
257,train258.aiff,0
7465,train7466.aiff,0
17602,train17603.aiff,0
13575,train13576.aiff,0
129,train130.aiff,0
18324,train18325.aiff,0
26152,train26153.aiff,0
11314,train11315.aiff,0
22637,train22638.aiff,0
22406,train22407.aiff,0
5216,train5217.aiff,0
15582,train15583.aiff,0
17925,train17926.aiff,0
26426,train26427.aiff,0
2694,train2695.aiff,0
27648,train27649.aiff,0
11984,train11985.aiff,0
13456,train13457.aiff,0
11130,train11131.aiff,0
27330,train27331.aiff,0
20805,train20806.aiff,0
14083,train14084.aiff,0
15605,train15606.aiff,0
16922,train16923.aiff,0
4390,train4391.aiff,0
20049,train20050.aiff,0
3722,train3723.aiff,0
21085,train21086.aiff,0
13063,train13064.aiff,0
8144,train8145.aiff,0
21626,train21627.aiff,0
9257,train9258.aiff,0
1249,train1250.aiff,0
10483,train10484.aiff,0
27963,train27964.aiff,0
21332,train21333.aiff,0
24089,train24090.aiff,0
15499,train15500.aiff,0
28408,train28409.aiff,0
27240,train27241.aiff,0
12711,train12712.aiff,0
18383,train18384.aiff,0
9670,train9671.aiff,0
18736,train18737.aiff,0
11019,train11020.aiff,0
14176,train14177.aiff,0
169,train170.aiff,0
6821,train6822.aiff,0
21870,train21871.aiff,0
23595,train23596.aiff,0
1892,train1893.aiff,0
7856,train7857.aiff,0
26138,train26139.aiff,0
8869,train8870.aiff,0
1097,train1098.aiff,0
6153,train6154.aiff,0
28124,train28125.aiff,0
15927,train15928.aiff,0
14582,train14583.aiff,0
17067,train17068.aiff,0
1492,train1493.aiff,0
13558,train13559.aiff,0
1548,train1549.aiff,0
5097,train5098.aiff,0
22941,train22942.aiff,0
21105,train21106.aiff,0
2536,train2537.aiff,0
28998,train28999.aiff,0
29841,train29842.aiff,0
20520,train20521.aiff,0
20021,train20022.aiff,0
18406,train18407.aiff,0
20774,train20775.aiff,0
5215,train5216.aiff,0
14358,train14359.aiff,0
21742,train21743.aiff,0
17819,train17820.aiff,0
28356,train28357.aiff,0
8839,train8840.aiff,0
27582,train27583.aiff,0
29464,train29465.aiff,0
2393,train2394.aiff,0
14162,train14163.aiff,0
20221,train20222.aiff,0
20930,train20931.aiff,0
17931,train17932.aiff,0
29,train30.aiff,0
9883,train9884.aiff,0
13534,train13535.aiff,0
9210,train9211.aiff,0
17154,train17155.aiff,0
16483,train16484.aiff,0
10611,train10612.aiff,0
23374,train23375.aiff,0
2246,train2247.aiff,0
8899,train8900.aiff,0
16497,train16498.aiff,0
2933,train2934.aiff,0
6172,train6173.aiff,0
27182,train27183.aiff,0
16998,train16999.aiff,0
11560,train11561.aiff,0
2501,train2502.aiff,0
14478,train14479.aiff,0
21120,train21121.aiff,0
24462,train24463.aiff,0
13401,train13402.aiff,0
3312,train3313.aiff,0
224,train225.aiff,0
15528,train15529.aiff,0
28857,train28858.aiff,0
29148,train29149.aiff,0
26568,train26569.aiff,0
12984,train12985.aiff,0
23799,train23800.aiff,0
1345,train1346.aiff,0
13243,train13244.aiff,0
29270,train29271.aiff,0
28797,train28798.aiff,0
13341,train13342.aiff,0
5605,train5606.aiff,0
5311,train5312.aiff,0
2570,train2571.aiff,0
2603,train2604.aiff,0
16149,train16150.aiff,0
25069,train25070.aiff,0
10041,train10042.aiff,0
16243,train16244.aiff,0
22648,train22649.aiff,0
6254,train6255.aiff,0
21156,train21157.aiff,0
13175,train13176.aiff,0
4256,train4257.aiff,0
17879,train17880.aiff,0
14124,train14125.aiff,0
28041,train28042.aiff,0
20407,train20408.aiff,0
2338,train2339.aiff,0
20964,train20965.aiff,0
887,train888.aiff,0
17144,train17145.aiff,0
11099,train11100.aiff,0
12712,train12713.aiff,0
492,train493.aiff,0
28019,train28020.aiff,0
2834,train2835.aiff,0
23509,train23510.aiff,0
259,train260.aiff,0
11932,train11933.aiff,0
11068,train11069.aiff,0
7693,train7694.aiff,0
24578,train24579.aiff,0
15448,train15449.aiff,0
607,train608.aiff,0
12716,train12717.aiff,0
2348,train2349.aiff,0
9908,train9909.aiff,0
29038,train29039.aiff,0
5029,train5030.aiff,0
27256,train27257.aiff,0
16452,train16453.aiff,0
3016,train3017.aiff,0
16258,train16259.aiff,0
9874,train9875.aiff,0
15816,train15817.aiff,0
13491,train13492.aiff,0
11075,train11076.aiff,0
17075,train17076.aiff,0
1269,train1270.aiff,0
14147,train14148.aiff,0
9176,train9177.aiff,0
27893,train27894.aiff,0
4168,train4169.aiff,0
9285,train9286.aiff,0
22765,train22766.aiff,0
727,train728.aiff,0
17853,train17854.aiff,0
12154,train12155.aiff,0
29760,train29761.aiff,0
27303,train27304.aiff,0
22951,train22952.aiff,0
6078,train6079.aiff,0
27736,train27737.aiff,0
14475,train14476.aiff,0
15102,train15103.aiff,0
2414,train2415.aiff,0
23047,train23048.aiff,0
13975,train13976.aiff,0
6144,train6145.aiff,0
21729,train21730.aiff,0
8297,train8298.aiff,0
8691,train8692.aiff,0
10884,train10885.aiff,0
16019,train16020.aiff,0
24843,train24844.aiff,0
23973,train23974.aiff,0
2255,train2256.aiff,0
17511,train17512.aiff,0
7954,train7955.aiff,0
21434,train21435.aiff,0
10896,train10897.aiff,0
21333,train21334.aiff,0
19216,train19217.aiff,0
24904,train24905.aiff,0
22478,train22479.aiff,0
3630,train3631.aiff,0
1659,train1660.aiff,0
27927,train27928.aiff,0
5419,train5420.aiff,0
28264,train28265.aiff,0
13884,train13885.aiff,0
6924,train6925.aiff,0
5436,train5437.aiff,0
14644,train14645.aiff,0
896,train897.aiff,0
2602,train2603.aiff,0
22906,train22907.aiff,0
11332,train11333.aiff,0
21441,train21442.aiff,0
12623,train12624.aiff,0
29225,train29226.aiff,0
27126,train27127.aiff,0
15333,train15334.aiff,0
19299,train19300.aiff,0
8777,train8778.aiff,0
8363,train8364.aiff,0
8046,train8047.aiff,0
18446,train18447.aiff,0
6982,train6983.aiff,0
22876,train22877.aiff,0
27880,train27881.aiff,0
28727,train28728.aiff,0
13667,train13668.aiff,0
28730,train28731.aiff,0
8197,train8198.aiff,0
10795,train10796.aiff,0
4667,train4668.aiff,0
28485,train28486.aiff,0
2986,train2987.aiff,0
15132,train15133.aiff,0
13920,train13921.aiff,0
13959,train13960.aiff,0
1615,train1616.aiff,0
5426,train5427.aiff,0
8952,train8953.aiff,0
15430,train15431.aiff,0
19270,train19271.aiff,0
5869,train5870.aiff,0
15845,train15846.aiff,0
9220,train9221.aiff,0
18232,train18233.aiff,0
12462,train12463.aiff,0
28834,train28835.aiff,0
14806,train14807.aiff,0
7882,train7883.aiff,0
1658,train1659.aiff,0
23471,train23472.aiff,0
13467,train13468.aiff,0
14394,train14395.aiff,0
28320,train28321.aiff,0
21295,train21296.aiff,0
15283,train15284.aiff,0
24388,train24389.aiff,0
22290,train22291.aiff,0
7280,train7281.aiff,0
17646,train17647.aiff,0
15834,train15835.aiff,0
24338,train24339.aiff,0
689,train690.aiff,0
14430,train14431.aiff,0
21553,train21554.aiff,0
65,train66.aiff,0
15923,train15924.aiff,0
13149,train13150.aiff,0
28453,train28454.aiff,0
7722,train7723.aiff,0
25200,train25201.aiff,0
450,train451.aiff,0
15433,train15434.aiff,0
24023,train24024.aiff,0
24858,train24859.aiff,0
3104,train3105.aiff,0
11394,train11395.aiff,0
29160,train29161.aiff,0
25604,train25605.aiff,0
7347,train7348.aiff,0
13131,train13132.aiff,0
5011,train5012.aiff,0
3261,train3262.aiff,0
4704,train4705.aiff,0
520,train521.aiff,0
503,train504.aiff,0
21451,train21452.aiff,0
4992,train4993.aiff,0
21514,train21515.aiff,0
10125,train10126.aiff,0
1315,train1316.aiff,0
12359,train12360.aiff,0
26867,train26868.aiff,0
17827,train17828.aiff,0
23507,train23508.aiff,0
14041,train14042.aiff,0
20887,train20888.aiff,0
6191,train6192.aiff,0
8302,train8303.aiff,0
14048,train14049.aiff,0
8192,train8193.aiff,0
1084,train1085.aiff,0
22021,train22022.aiff,0
7077,train7078.aiff,0
25966,train25967.aiff,0
7749,train7750.aiff,0
17242,train17243.aiff,0
7361,train7362.aiff,0
19497,train19498.aiff,0
5624,train5625.aiff,0
803,train804.aiff,0
2854,train2855.aiff,0
1554,train1555.aiff,0
24171,train24172.aiff,0
496,train497.aiff,0
13916,train13917.aiff,0
10348,train10349.aiff,0
6493,train6494.aiff,0
22476,train22477.aiff,0
6259,train6260.aiff,0
21221,train21222.aiff,0
15721,train15722.aiff,0
14247,train14248.aiff,0
11384,train11385.aiff,0
23157,train23158.aiff,0
11462,train11463.aiff,0
22825,train22826.aiff,0
1167,train1168.aiff,0
24497,train24498.aiff,0
15052,train15053.aiff,0
12649,train12650.aiff,0
6945,train6946.aiff,0
1665,train1666.aiff,0
6920,train6921.aiff,0
16894,train16895.aiff,0
8964,train8965.aiff,0
16372,train16373.aiff,0
25805,train25806.aiff,0
23879,train23880.aiff,0
2623,train2624.aiff,0
5875,train5876.aiff,0
17526,train17527.aiff,0
5639,train5640.aiff,0
20514,train20515.aiff,0
12228,train12229.aiff,0
13355,train13356.aiff,0
19744,train19745.aiff,0
12110,train12111.aiff,0
23376,train23377.aiff,0
22499,train22500.aiff,0
25320,train25321.aiff,0
2285,train2286.aiff,0
14497,train14498.aiff,0
14018,train14019.aiff,0
28714,train28715.aiff,0
2643,train2644.aiff,0
27434,train27435.aiff,0
13855,train13856.aiff,0
22456,train22457.aiff,0
22753,train22754.aiff,0
110,train111.aiff,0
12841,train12842.aiff,0
25309,train25310.aiff,0
20385,train20386.aiff,0
20529,train20530.aiff,0
8704,train8705.aiff,0
29260,train29261.aiff,0
5501,train5502.aiff,0
7506,train7507.aiff,0
17577,train17578.aiff,0
22612,train22613.aiff,0
16378,train16379.aiff,0
9037,train9038.aiff,0
21797,train21798.aiff,0
1559,train1560.aiff,0
17648,train17649.aiff,0
7219,train7220.aiff,0
24226,train24227.aiff,0
10031,train10032.aiff,0
29537,train29538.aiff,0
4163,train4164.aiff,0
538,train539.aiff,0
11471,train11472.aiff,0
18262,train18263.aiff,0
832,train833.aiff,0
7384,train7385.aiff,0
15505,train15506.aiff,0
15438,train15439.aiff,0
840,train841.aiff,0
1031,train1032.aiff,0
11272,train11273.aiff,0
13832,train13833.aiff,0
12480,train12481.aiff,0
4577,train4578.aiff,0
11241,train11242.aiff,0
12202,train12203.aiff,0
28577,train28578.aiff,0
676,train677.aiff,0
4464,train4465.aiff,0
5414,train5415.aiff,0
3119,train3120.aiff,0
23785,train23786.aiff,0
13119,train13120.aiff,0
5625,train5626.aiff,0
4336,train4337.aiff,0
17923,train17924.aiff,0
6032,train6033.aiff,0
22668,train22669.aiff,0
14741,train14742.aiff,0
13377,train13378.aiff,0
29563,train29564.aiff,0
9811,train9812.aiff,0
23739,train23740.aiff,0
15406,train15407.aiff,0
3038,train3039.aiff,0
14489,train14490.aiff,0
1937,train1938.aiff,0
5846,train5847.aiff,0
4402,train4403.aiff,0
2453,train2454.aiff,0
15829,train15830.aiff,0
12002,train12003.aiff,0
1998,train1999.aiff,0
17071,train17072.aiff,0
18247,train18248.aiff,0
11577,train11578.aiff,0
5283,train5284.aiff,0
22381,train22382.aiff,0
13856,train13857.aiff,0
16717,train16718.aiff,0
1068,train1069.aiff,0
24869,train24870.aiff,0
1520,train1521.aiff,0
12654,train12655.aiff,0
5916,train5917.aiff,0
22113,train22114.aiff,0
1398,train1399.aiff,0
13766,train13767.aiff,0
4551,train4552.aiff,0
4635,train4636.aiff,0
12847,train12848.aiff,0
22748,train22749.aiff,0
2527,train2528.aiff,0
11584,train11585.aiff,0
8565,train8566.aiff,0
5158,train5159.aiff,0
25440,train25441.aiff,0
23868,train23869.aiff,0
7646,train7647.aiff,0
24777,train24778.aiff,0
29689,train29690.aiff,0
10312,train10313.aiff,0
9674,train9675.aiff,0
20454,train20455.aiff,0
4677,train4678.aiff,0
14103,train14104.aiff,0
3555,train3556.aiff,0
11585,train11586.aiff,0
29136,train29137.aiff,0
22540,train22541.aiff,0
21186,train21187.aiff,0
28008,train28009.aiff,0
15956,train15957.aiff,0
19806,train19807.aiff,0
1394,train1395.aiff,0
24347,train24348.aiff,0
26647,train26648.aiff,0
29711,train29712.aiff,0
1051,train1052.aiff,0
29118,train29119.aiff,0
27942,train27943.aiff,0
20056,train20057.aiff,0
13543,train13544.aiff,0
16997,train16998.aiff,0
16207,train16208.aiff,0
11082,train11083.aiff,0
25990,train25991.aiff,0
10049,train10050.aiff,0
6196,train6197.aiff,0
4599,train4600.aiff,0
22752,train22753.aiff,0
1386,train1387.aiff,0
27744,train27745.aiff,0
22878,train22879.aiff,0
3871,train3872.aiff,0
27725,train27726.aiff,0
16208,train16209.aiff,0
29740,train29741.aiff,0
12227,train12228.aiff,0
5739,train5740.aiff,0
21901,train21902.aiff,0
24883,train24884.aiff,0
27613,train27614.aiff,0
25474,train25475.aiff,0
18739,train18740.aiff,0
14592,train14593.aiff,0
27694,train27695.aiff,0
17396,train17397.aiff,0
21933,train21934.aiff,0
10658,train10659.aiff,0
14910,train14911.aiff,0
2090,train2091.aiff,0
16932,train16933.aiff,0
20836,train20837.aiff,0
28655,train28656.aiff,0
10676,train10677.aiff,0
25048,train25049.aiff,0
8522,train8523.aiff,0
27918,train27919.aiff,0
22981,train22982.aiff,0
28932,train28933.aiff,0
24068,train24069.aiff,0
19722,train19723.aiff,0
2816,train2817.aiff,0
10662,train10663.aiff,0
3407,train3408.aiff,0
845,train846.aiff,0
13758,train13759.aiff,0
6220,train6221.aiff,0
29438,train29439.aiff,0
24159,train24160.aiff,0
15587,train15588.aiff,0
14935,train14936.aiff,0
6214,train6215.aiff,0
17579,train17580.aiff,0
15315,train15316.aiff,0
1810,train1811.aiff,0
5447,train5448.aiff,0
14904,train14905.aiff,0
13546,train13547.aiff,0
3292,train3293.aiff,0
22903,train22904.aiff,0
29749,train29750.aiff,0
15171,train15172.aiff,0
3763,train3764.aiff,0
1550,train1551.aiff,0
29236,train29237.aiff,0
10732,train10733.aiff,0
15747,train15748.aiff,0
1715,train1716.aiff,0
13200,train13201.aiff,0
22715,train22716.aiff,0
1237,train1238.aiff,0
10711,train10712.aiff,0
22244,train22245.aiff,0
18178,train18179.aiff,0
15638,train15639.aiff,0
20151,train20152.aiff,0
7031,train7032.aiff,0
9094,train9095.aiff,0
28156,train28157.aiff,0
25564,train25565.aiff,0
22396,train22397.aiff,0
10461,train10462.aiff,0
4706,train4707.aiff,0
10975,train10976.aiff,0
11115,train11116.aiff,0
28594,train28595.aiff,0
11883,train11884.aiff,0
29777,train29778.aiff,0
21291,train21292.aiff,0
5421,train5422.aiff,0
7366,train7367.aiff,0
2292,train2293.aiff,0
16981,train16982.aiff,0
29157,train29158.aiff,0
1011,train1012.aiff,0
23427,train23428.aiff,0
15597,train15598.aiff,0
20861,train20862.aiff,0
20482,train20483.aiff,0
21265,train21266.aiff,0
9998,train9999.aiff,0
1026,train1027.aiff,0
3862,train3863.aiff,0
6900,train6901.aiff,0
4823,train4824.aiff,0
9731,train9732.aiff,0
8513,train8514.aiff,0
3433,train3434.aiff,0
2841,train2842.aiff,0
20619,train20620.aiff,0
23919,train23920.aiff,0
8208,train8209.aiff,0
254,train255.aiff,0
17326,train17327.aiff,0
17890,train17891.aiff,0
12894,train12895.aiff,0
7864,train7865.aiff,0
16756,train16757.aiff,0
64,train65.aiff,0
23984,train23985.aiff,0
23067,train23068.aiff,0
15027,train15028.aiff,0
20012,train20013.aiff,0
5755,train5756.aiff,0
13004,train13005.aiff,0
6026,train6027.aiff,0
472,train473.aiff,0
27772,train27773.aiff,0
21081,train21082.aiff,0
24474,train24475.aiff,0
5172,train5173.aiff,0
14384,train14385.aiff,0
24403,train24404.aiff,0
27100,train27101.aiff,0
14025,train14026.aiff,0
25541,train25542.aiff,0
20621,train20622.aiff,0
25631,train25632.aiff,0
9294,train9295.aiff,0
13269,train13270.aiff,0
28271,train28272.aiff,0
29143,train29144.aiff,0
28084,train28085.aiff,0
10424,train10425.aiff,0
28986,train28987.aiff,0
16289,train16290.aiff,0
5459,train5460.aiff,0
14180,train14181.aiff,0
27591,train27592.aiff,0
13434,train13435.aiff,0
23655,train23656.aiff,0
462,train463.aiff,0
29049,train29050.aiff,0
7426,train7427.aiff,0
11340,train11341.aiff,0
9848,train9849.aiff,0
19973,train19974.aiff,0
2776,train2777.aiff,0
22249,train22250.aiff,0
23571,train23572.aiff,0
9906,train9907.aiff,0
5486,train5487.aiff,0
11225,train11226.aiff,0
10778,train10779.aiff,0
16029,train16030.aiff,0
2540,train2541.aiff,0
20508,train20509.aiff,0
801,train802.aiff,0
932,train933.aiff,0
19287,train19288.aiff,0
2270,train2271.aiff,0
35,train36.aiff,0
28541,train28542.aiff,0
7461,train7462.aiff,0
10730,train10731.aiff,0
3911,train3912.aiff,0
15439,train15440.aiff,0
2673,train2674.aiff,0
20035,train20036.aiff,0
19639,train19640.aiff,0
2837,train2838.aiff,0
18420,train18421.aiff,0
9919,train9920.aiff,0
9705,train9706.aiff,0
14600,train14601.aiff,0
21271,train21272.aiff,0
28072,train28073.aiff,0
15930,train15931.aiff,0
5960,train5961.aiff,0
3761,train3762.aiff,0
6216,train6217.aiff,0
11548,train11549.aiff,0
386,train387.aiff,0
13354,train13355.aiff,0
40,train41.aiff,0
13898,train13899.aiff,0
15335,train15336.aiff,0
23011,train23012.aiff,0
17027,train17028.aiff,0
7065,train7066.aiff,0
29408,train29409.aiff,0
14927,train14928.aiff,0
21774,train21775.aiff,0
20896,train20897.aiff,0
27444,train27445.aiff,0
28440,train28441.aiff,0
21198,train21199.aiff,0
17900,train17901.aiff,0
15305,train15306.aiff,0
25496,train25497.aiff,0
2701,train2702.aiff,0
4417,train4418.aiff,0
18194,train18195.aiff,0
28940,train28941.aiff,0
3033,train3034.aiff,0
9830,train9831.aiff,0
10498,train10499.aiff,0
4725,train4726.aiff,0
1675,train1676.aiff,0
7728,train7729.aiff,0
5761,train5762.aiff,0
5154,train5155.aiff,0
29835,train29836.aiff,0
6597,train6598.aiff,0
