,clip_name,label
28917,train28918.aiff,0
10646,train10647.aiff,0
23394,train23395.aiff,1
20794,train20795.aiff,0
18616,train18617.aiff,1
24593,train24594.aiff,1
18373,train18374.aiff,1
11970,train11971.aiff,1
17238,train17239.aiff,0
6286,train6287.aiff,1
21644,train21645.aiff,0
23978,train23979.aiff,0
9759,train9760.aiff,0
25298,train25299.aiff,1
25304,train25305.aiff,1
18049,train18050.aiff,0
26503,train26504.aiff,1
5215,train5216.aiff,0
25623,train25624.aiff,1
23816,train23817.aiff,0
7288,train7289.aiff,1
8460,train8461.aiff,1
8644,train8645.aiff,1
18761,train18762.aiff,1
3797,train3798.aiff,1
20802,train20803.aiff,0
6392,train6393.aiff,1
10102,train10103.aiff,1
5708,train5709.aiff,0
26624,train26625.aiff,1
25546,train25547.aiff,0
10428,train10429.aiff,1
20057,train20058.aiff,1
12191,train12192.aiff,1
14658,train14659.aiff,0
6749,train6750.aiff,1
11036,train11037.aiff,1
26492,train26493.aiff,1
20363,train20364.aiff,0
20718,train20719.aiff,1
8870,train8871.aiff,1
3664,train3665.aiff,1
20747,train20748.aiff,1
6439,train6440.aiff,1
16822,train16823.aiff,1
14600,train14601.aiff,0
6234,train6235.aiff,1
26467,train26468.aiff,1
24943,train24944.aiff,0
7011,train7012.aiff,0
11001,train11002.aiff,1
13559,train13560.aiff,0
851,train852.aiff,0
20607,train20608.aiff,1
14117,train14118.aiff,1
14857,train14858.aiff,0
2105,train2106.aiff,0
15767,train15768.aiff,0
7426,train7427.aiff,0
15382,train15383.aiff,0
911,train912.aiff,0
9094,train9095.aiff,0
22662,train22663.aiff,1
24859,train24860.aiff,1
6484,train6485.aiff,1
7665,train7666.aiff,0
16403,train16404.aiff,0
5367,train5368.aiff,1
4463,train4464.aiff,0
11683,train11684.aiff,0
7605,train7606.aiff,1
14745,train14746.aiff,0
14985,train14986.aiff,0
17554,train17555.aiff,1
24826,train24827.aiff,1
6169,train6170.aiff,0
28514,train28515.aiff,0
13011,train13012.aiff,1
28040,train28041.aiff,0
19673,train19674.aiff,1
8354,train8355.aiff,1
3999,train4000.aiff,1
11769,train11770.aiff,0
9506,train9507.aiff,1
26449,train26450.aiff,1
20441,train20442.aiff,1
8804,train8805.aiff,1
11837,train11838.aiff,0
317,train318.aiff,0
19196,train19197.aiff,0
4856,train4857.aiff,1
19591,train19592.aiff,1
29417,train29418.aiff,0
8484,train8485.aiff,0
8815,train8816.aiff,1
21332,train21333.aiff,0
25245,train25246.aiff,1
16417,train16418.aiff,0
6733,train6734.aiff,1
2438,train2439.aiff,0
17602,train17603.aiff,0
1437,train1438.aiff,0
4277,train4278.aiff,1
23983,train23984.aiff,0
553,train554.aiff,0
23306,train23307.aiff,1
25794,train25795.aiff,1
21551,train21552.aiff,0
29045,train29046.aiff,0
8168,train8169.aiff,1
20892,train20893.aiff,1
18231,train18232.aiff,0
8978,train8979.aiff,1
25577,train25578.aiff,0
7198,train7199.aiff,0
22093,train22094.aiff,1
14175,train14176.aiff,0
17813,train17814.aiff,1
18010,train18011.aiff,0
17849,train17850.aiff,0
18196,train18197.aiff,1
21587,train21588.aiff,0
3129,train3130.aiff,0
10948,train10949.aiff,0
13379,train13380.aiff,0
29269,train29270.aiff,0
14532,train14533.aiff,0
25514,train25515.aiff,0
24151,train24152.aiff,0
25806,train25807.aiff,1
11068,train11069.aiff,0
13390,train13391.aiff,0
3811,train3812.aiff,1
13365,train13366.aiff,0
4124,train4125.aiff,1
19550,train19551.aiff,0
19105,train19106.aiff,1
26574,train26575.aiff,1
20549,train20550.aiff,0
22070,train22071.aiff,1
24259,train24260.aiff,0
25769,train25770.aiff,1
10379,train10380.aiff,1
26761,train26762.aiff,1
26842,train26843.aiff,1
5299,train5300.aiff,1
634,train635.aiff,0
23267,train23268.aiff,1
26631,train26632.aiff,1
19772,train19773.aiff,1
15391,train15392.aiff,0
4957,train4958.aiff,1
20516,train20517.aiff,1
5412,train5413.aiff,1
10775,train10776.aiff,1
13781,train13782.aiff,0
2609,train2610.aiff,0
1651,train1652.aiff,1
9082,train9083.aiff,0
9440,train9441.aiff,1
5656,train5657.aiff,1
16433,train16434.aiff,0
17144,train17145.aiff,0
12130,train12131.aiff,1
5009,train5010.aiff,1
7910,train7911.aiff,0
19019,train19020.aiff,0
24127,train24128.aiff,0
8711,train8712.aiff,0
10913,train10914.aiff,0
7537,train7538.aiff,1
16489,train16490.aiff,1
15171,train15172.aiff,0
1855,train1856.aiff,0
4287,train4288.aiff,1
25299,train25300.aiff,1
8698,train8699.aiff,0
7111,train7112.aiff,1
233,train234.aiff,0
11358,train11359.aiff,0
8488,train8489.aiff,1
26382,train26383.aiff,1
7856,train7857.aiff,0
2565,train2566.aiff,0
23259,train23260.aiff,1
6693,train6694.aiff,1
26430,train26431.aiff,1
20010,train20011.aiff,1
9278,train9279.aiff,1
18324,train18325.aiff,0
4772,train4773.aiff,1
20822,train20823.aiff,1
24497,train24498.aiff,0
21933,train21934.aiff,0
18590,train18591.aiff,0
7634,train7635.aiff,1
17582,train17583.aiff,1
508,train509.aiff,1
15226,train15227.aiff,0
2797,train2798.aiff,0
13466,train13467.aiff,0
2682,train2683.aiff,0
23376,train23377.aiff,0
12205,train12206.aiff,0
12057,train12058.aiff,1
14258,train14259.aiff,0
24354,train24355.aiff,0
26054,train26055.aiff,1
11254,train11255.aiff,0
3398,train3399.aiff,1
17520,train17521.aiff,1
24722,train24723.aiff,0
13527,train13528.aiff,0
25812,train25813.aiff,0
16145,train16146.aiff,0
15868,train15869.aiff,0
28806,train28807.aiff,0
28333,train28334.aiff,0
7984,train7985.aiff,0
29686,train29687.aiff,1
3887,train3888.aiff,0
28720,train28721.aiff,0
2934,train2935.aiff,0
10798,train10799.aiff,1
26705,train26706.aiff,1
1269,train1270.aiff,0
18378,train18379.aiff,1
810,train811.aiff,0
28844,train28845.aiff,0
14663,train14664.aiff,0
17730,train17731.aiff,0
9470,train9471.aiff,1
2009,train2010.aiff,0
28684,train28685.aiff,0
2803,train2804.aiff,0
5359,train5360.aiff,1
29008,train29009.aiff,0
28676,train28677.aiff,0
23292,train23293.aiff,1
11758,train11759.aiff,1
26409,train26410.aiff,1
23317,train23318.aiff,1
21045,train21046.aiff,0
25223,train25224.aiff,0
24176,train24177.aiff,0
26791,train26792.aiff,1
2395,train2396.aiff,0
20364,train20365.aiff,0
19513,train19514.aiff,1
23833,train23834.aiff,0
21594,train21595.aiff,0
25302,train25303.aiff,1
22426,train22427.aiff,0
10080,train10081.aiff,0
22421,train22422.aiff,1
29918,train29919.aiff,0
1631,train1632.aiff,0
14329,train14330.aiff,0
26246,train26247.aiff,1
6579,train6580.aiff,1
13483,train13484.aiff,0
4632,train4633.aiff,0
2648,train2649.aiff,0
19806,train19807.aiff,0
24758,train24759.aiff,1
14986,train14987.aiff,0
3568,train3569.aiff,0
28127,train28128.aiff,0
8691,train8692.aiff,0
22176,train22177.aiff,0
21831,train21832.aiff,0
24093,train24094.aiff,0
4018,train4019.aiff,1
11075,train11076.aiff,0
26804,train26805.aiff,1
1814,train1815.aiff,0
20089,train20090.aiff,1
3324,train3325.aiff,1
7716,train7717.aiff,0
645,train646.aiff,0
12152,train12153.aiff,1
6367,train6368.aiff,1
4911,train4912.aiff,1
5013,train5014.aiff,1
9908,train9909.aiff,0
13441,train13442.aiff,0
699,train700.aiff,1
12014,train12015.aiff,1
8120,train8121.aiff,0
22249,train22250.aiff,0
28275,train28276.aiff,0
28165,train28166.aiff,0
14308,train14309.aiff,0
27824,train27825.aiff,0
24895,train24896.aiff,0
28462,train28463.aiff,0
567,train568.aiff,0
25250,train25251.aiff,1
25103,train25104.aiff,1
24022,train24023.aiff,0
25305,train25306.aiff,0
18561,train18562.aiff,1
21351,train21352.aiff,0
9003,train9004.aiff,1
8081,train8082.aiff,0
23539,train23540.aiff,0
19532,train19533.aiff,1
7751,train7752.aiff,0
17447,train17448.aiff,0
26956,train26957.aiff,1
12558,train12559.aiff,0
14988,train14989.aiff,0
19273,train19274.aiff,1
23205,train23206.aiff,1
1812,train1813.aiff,0
17454,train17455.aiff,1
746,train747.aiff,0
140,train141.aiff,0
23344,train23345.aiff,1
213,train214.aiff,0
23648,train23649.aiff,0
17016,train17017.aiff,0
19080,train19081.aiff,1
19739,train19740.aiff,1
8435,train8436.aiff,0
9200,train9201.aiff,0
22057,train22058.aiff,1
3793,train3794.aiff,1
12795,train12796.aiff,1
8238,train8239.aiff,1
2410,train2411.aiff,1
2722,train2723.aiff,1
19743,train19744.aiff,0
13246,train13247.aiff,0
9674,train9675.aiff,0
23139,train23140.aiff,0
615,train616.aiff,0
932,train933.aiff,0
22905,train22906.aiff,0
10419,train10420.aiff,0
24072,train24073.aiff,0
8197,train8198.aiff,0
5620,train5621.aiff,0
5564,train5565.aiff,1
16556,train16557.aiff,0
20687,train20688.aiff,1
26519,train26520.aiff,1
26772,train26773.aiff,1
17789,train17790.aiff,0
23927,train23928.aiff,0
12975,train12976.aiff,0
178,train179.aiff,0
8988,train8989.aiff,1
12198,train12199.aiff,1
2844,train2845.aiff,0
11425,train11426.aiff,1
17641,train17642.aiff,0
15343,train15344.aiff,0
24941,train24942.aiff,0
4914,train4915.aiff,1
6324,train6325.aiff,1
6905,train6906.aiff,0
6467,train6468.aiff,1
15802,train15803.aiff,0
6230,train6231.aiff,0
11442,train11443.aiff,1
29027,train29028.aiff,0
25193,train25194.aiff,0
13303,train13304.aiff,0
20168,train20169.aiff,1
15674,train15675.aiff,0
23501,train23502.aiff,0
4136,train4137.aiff,1
9953,train9954.aiff,1
24229,train24230.aiff,0
20643,train20644.aiff,1
9846,train9847.aiff,1
8524,train8525.aiff,1
1149,train1150.aiff,1
8555,train8556.aiff,1
9473,train9474.aiff,1
19000,train19001.aiff,1
26649,train26650.aiff,1
14262,train14263.aiff,1
26857,train26858.aiff,1
27256,train27257.aiff,0
14289,train14290.aiff,0
20036,train20037.aiff,0
25345,train25346.aiff,0
22054,train22055.aiff,0
20283,train20284.aiff,1
21912,train21913.aiff,1
8116,train8117.aiff,0
4492,train4493.aiff,0
29879,train29880.aiff,1
11621,train11622.aiff,1
10777,train10778.aiff,0
17741,train17742.aiff,1
18094,train18095.aiff,0
23709,train23710.aiff,0
24604,train24605.aiff,1
8415,train8416.aiff,1
6114,train6115.aiff,0
8851,train8852.aiff,1
26256,train26257.aiff,1
11525,train11526.aiff,1
6420,train6421.aiff,1
25791,train25792.aiff,1
12441,train12442.aiff,1
11462,train11463.aiff,0
5062,train5063.aiff,0
10423,train10424.aiff,1
6744,train6745.aiff,1
22922,train22923.aiff,1
11265,train11266.aiff,1
24250,train24251.aiff,0
26745,train26746.aiff,1
2847,train2848.aiff,0
29562,train29563.aiff,1
5978,train5979.aiff,1
20763,train20764.aiff,1
24557,train24558.aiff,1
10867,train10868.aiff,1
12297,train12298.aiff,0
5605,train5606.aiff,0
8443,train8444.aiff,1
19014,train19015.aiff,1
7097,train7098.aiff,1
8605,train8606.aiff,0
23310,train23311.aiff,1
10904,train10905.aiff,1
25868,train25869.aiff,1
24816,train24817.aiff,0
20328,train20329.aiff,1
8535,train8536.aiff,1
23030,train23031.aiff,0
8681,train8682.aiff,1
8570,train8571.aiff,1
19986,train19987.aiff,1
29917,train29918.aiff,0
20893,train20894.aiff,1
19638,train19639.aiff,1
1713,train1714.aiff,0
27491,train27492.aiff,1
25958,train25959.aiff,1
20493,train20494.aiff,1
15092,train15093.aiff,0
7140,train7141.aiff,1
13047,train13048.aiff,1
12357,train12358.aiff,0
4872,train4873.aiff,1
18443,train18444.aiff,1
27753,train27754.aiff,0
7711,train7712.aiff,1
5236,train5237.aiff,1
11743,train11744.aiff,0
10198,train10199.aiff,0
2359,train2360.aiff,1
26619,train26620.aiff,1
19224,train19225.aiff,1
19573,train19574.aiff,1
12335,train12336.aiff,1
10914,train10915.aiff,0
4371,train4372.aiff,1
12048,train12049.aiff,0
26035,train26036.aiff,1
17046,train17047.aiff,0
12845,train12846.aiff,1
6210,train6211.aiff,0
23742,train23743.aiff,0
15854,train15855.aiff,0
25687,train25688.aiff,0
19618,train19619.aiff,1
25927,train25928.aiff,1
5060,train5061.aiff,0
29835,train29836.aiff,0
8472,train8473.aiff,0
27004,train27005.aiff,0
28678,train28679.aiff,0
3413,train3414.aiff,1
2245,train2246.aiff,0
8641,train8642.aiff,1
24618,train24619.aiff,1
8403,train8404.aiff,0
28351,train28352.aiff,1
24421,train24422.aiff,0
4525,train4526.aiff,1
15278,train15279.aiff,0
24940,train24941.aiff,0
26426,train26427.aiff,0
26240,train26241.aiff,1
8703,train8704.aiff,0
1991,train1992.aiff,0
18793,train18794.aiff,1
16184,train16185.aiff,0
7150,train7151.aiff,0
13138,train13139.aiff,0
10055,train10056.aiff,0
12811,train12812.aiff,0
9886,train9887.aiff,0
25095,train25096.aiff,0
16931,train16932.aiff,0
11770,train11771.aiff,1
12994,train12995.aiff,1
24076,train24077.aiff,0
1092,train1093.aiff,1
25116,train25117.aiff,1
17672,train17673.aiff,0
23868,train23869.aiff,0
26511,train26512.aiff,1
1408,train1409.aiff,0
10301,train10302.aiff,1
1952,train1953.aiff,0
14243,train14244.aiff,0
24112,train24113.aiff,0
11435,train11436.aiff,1
22587,train22588.aiff,1
24625,train24626.aiff,1
3050,train3051.aiff,0
12078,train12079.aiff,1
3965,train3966.aiff,0
12405,train12406.aiff,0
26706,train26707.aiff,1
15239,train15240.aiff,0
23089,train23090.aiff,1
7195,train7196.aiff,0
21028,train21029.aiff,0
22632,train22633.aiff,1
3417,train3418.aiff,1
9309,train9310.aiff,0
15874,train15875.aiff,0
11315,train11316.aiff,0
9424,train9425.aiff,1
21186,train21187.aiff,0
28371,train28372.aiff,0
12759,train12760.aiff,0
8465,train8466.aiff,1
1268,train1269.aiff,0
1045,train1046.aiff,1
9870,train9871.aiff,1
10995,train10996.aiff,0
25375,train25376.aiff,1
3430,train3431.aiff,1
19475,train19476.aiff,1
5917,train5918.aiff,0
4779,train4780.aiff,1
1782,train1783.aiff,0
8284,train8285.aiff,0
12141,train12142.aiff,1
29554,train29555.aiff,0
23198,train23199.aiff,1
14446,train14447.aiff,1
9144,train9145.aiff,1
18871,train18872.aiff,1
12064,train12065.aiff,1
19742,train19743.aiff,1
6364,train6365.aiff,1
19842,train19843.aiff,1
4375,train4376.aiff,0
25225,train25226.aiff,1
682,train683.aiff,1
19608,train19609.aiff,1
26635,train26636.aiff,1
20365,train20366.aiff,0
17041,train17042.aiff,0
20331,train20332.aiff,1
6385,train6386.aiff,1
13681,train13682.aiff,0
21303,train21304.aiff,0
29452,train29453.aiff,0
18841,train18842.aiff,1
20695,train20696.aiff,0
5477,train5478.aiff,1
326,train327.aiff,0
24335,train24336.aiff,0
1102,train1103.aiff,1
17107,train17108.aiff,0
21981,train21982.aiff,1
15234,train15235.aiff,0
13824,train13825.aiff,0
4951,train4952.aiff,0
6581,train6582.aiff,0
24904,train24905.aiff,0
8962,train8963.aiff,1
27374,train27375.aiff,0
28156,train28157.aiff,0
22679,train22680.aiff,0
13720,train13721.aiff,0
23900,train23901.aiff,0
21767,train21768.aiff,0
5509,train5510.aiff,1
9076,train9077.aiff,1
27814,train27815.aiff,0
11152,train11153.aiff,0
22871,train22872.aiff,1
11536,train11537.aiff,0
6093,train6094.aiff,1
1656,train1657.aiff,1
26739,train26740.aiff,1
2744,train2745.aiff,1
25511,train25512.aiff,0
3613,train3614.aiff,1
6369,train6370.aiff,1
27789,train27790.aiff,0
18926,train18927.aiff,0
11056,train11057.aiff,0
2506,train2507.aiff,0
16937,train16938.aiff,1
26338,train26339.aiff,1
10865,train10866.aiff,0
7904,train7905.aiff,1
23160,train23161.aiff,1
26118,train26119.aiff,1
10069,train10070.aiff,1
6346,train6347.aiff,1
20193,train20194.aiff,1
8918,train8919.aiff,0
17432,train17433.aiff,1
17601,train17602.aiff,0
28151,train28152.aiff,0
8911,train8912.aiff,0
17084,train17085.aiff,0
12965,train12966.aiff,0
8850,train8851.aiff,0
18406,train18407.aiff,0
21307,train21308.aiff,0
19590,train19591.aiff,1
23263,train23264.aiff,1
25956,train25957.aiff,1
8671,train8672.aiff,0
20798,train20799.aiff,1
816,train817.aiff,0
8599,train8600.aiff,1
12677,train12678.aiff,0
8554,train8555.aiff,1
10855,train10856.aiff,1
16559,train16560.aiff,0
24824,train24825.aiff,1
28943,train28944.aiff,0
6731,train6732.aiff,1
20850,train20851.aiff,0
8207,train8208.aiff,1
27366,train27367.aiff,0
17180,train17181.aiff,0
26359,train26360.aiff,1
28848,train28849.aiff,1
12041,train12042.aiff,1
9829,train9830.aiff,0
6784,train6785.aiff,1
10824,train10825.aiff,1
21801,train21802.aiff,0
21115,train21116.aiff,0
1336,train1337.aiff,0
12221,train12222.aiff,1
3016,train3017.aiff,0
24427,train24428.aiff,0
801,train802.aiff,0
8905,train8906.aiff,1
8255,train8256.aiff,0
3094,train3095.aiff,1
26723,train26724.aiff,1
18654,train18655.aiff,1
28708,train28709.aiff,0
1901,train1902.aiff,1
11218,train11219.aiff,0
4831,train4832.aiff,1
25061,train25062.aiff,1
10794,train10795.aiff,1
25836,train25837.aiff,0
6045,train6046.aiff,0
2480,train2481.aiff,0
24007,train24008.aiff,0
25019,train25020.aiff,1
7012,train7013.aiff,0
5456,train5457.aiff,1
26036,train26037.aiff,1
5361,train5362.aiff,1
5864,train5865.aiff,1
11915,train11916.aiff,1
22834,train22835.aiff,0
8185,train8186.aiff,1
29494,train29495.aiff,0
28884,train28885.aiff,1
16046,train16047.aiff,0
12387,train12388.aiff,1
4832,train4833.aiff,1
609,train610.aiff,0
6928,train6929.aiff,1
7210,train7211.aiff,0
22047,train22048.aiff,1
23183,train23184.aiff,1
19516,train19517.aiff,1
15017,train15018.aiff,0
29240,train29241.aiff,0
3934,train3935.aiff,0
1230,train1231.aiff,0
6543,train6544.aiff,1
16043,train16044.aiff,0
13139,train13140.aiff,0
7402,train7403.aiff,1
20355,train20356.aiff,1
14192,train14193.aiff,0
18686,train18687.aiff,0
22405,train22406.aiff,0
26391,train26392.aiff,1
9658,train9659.aiff,0
10173,train10174.aiff,1
1622,train1623.aiff,0
25856,train25857.aiff,1
22921,train22922.aiff,1
2092,train2093.aiff,0
7610,train7611.aiff,1
19108,train19109.aiff,1
6754,train6755.aiff,1
21882,train21883.aiff,0
4184,train4185.aiff,0
5065,train5066.aiff,1
7608,train7609.aiff,0
12031,train12032.aiff,0
24821,train24822.aiff,1
17716,train17717.aiff,1
21492,train21493.aiff,0
15450,train15451.aiff,0
7407,train7408.aiff,1
7964,train7965.aiff,0
24700,train24701.aiff,1
13032,train13033.aiff,0
2021,train2022.aiff,0
18569,train18570.aiff,1
6552,train6553.aiff,1
27093,train27094.aiff,1
2251,train2252.aiff,0
15061,train15062.aiff,0
259,train260.aiff,0
4874,train4875.aiff,1
12523,train12524.aiff,1
21282,train21283.aiff,0
24582,train24583.aiff,1
28580,train28581.aiff,0
101,train102.aiff,0
9913,train9914.aiff,1
4647,train4648.aiff,1
5445,train5446.aiff,1
26996,train26997.aiff,1
15620,train15621.aiff,0
19070,train19071.aiff,1
18778,train18779.aiff,1
27234,train27235.aiff,0
15,train16.aiff,0
24619,train24620.aiff,1
7100,train7101.aiff,0
12938,train12939.aiff,0
4108,train4109.aiff,1
25189,train25190.aiff,1
12082,train12083.aiff,1
18659,train18660.aiff,1
12002,train12003.aiff,0
23331,train23332.aiff,1
20333,train20334.aiff,1
2888,train2889.aiff,0
23514,train23515.aiff,0
9170,train9171.aiff,1
17717,train17718.aiff,1
24930,train24931.aiff,0
22891,train22892.aiff,0
18448,train18449.aiff,1
18698,train18699.aiff,1
23556,train23557.aiff,0
12058,train12059.aiff,1
9028,train9029.aiff,1
8187,train8188.aiff,1
25113,train25114.aiff,1
29702,train29703.aiff,0
24566,train24567.aiff,1
14550,train14551.aiff,0
8104,train8105.aiff,0
4037,train4038.aiff,1
8508,train8509.aiff,0
14138,train14139.aiff,0
9858,train9859.aiff,0
7809,train7810.aiff,1
23320,train23321.aiff,1
18765,train18766.aiff,1
26642,train26643.aiff,1
23434,train23435.aiff,0
23496,train23497.aiff,0
12362,train12363.aiff,0
1458,train1459.aiff,0
13512,train13513.aiff,0
26258,train26259.aiff,1
18917,train18918.aiff,1
25969,train25970.aiff,1
14722,train14723.aiff,0
1810,train1811.aiff,0
20934,train20935.aiff,0
25777,train25778.aiff,0
17685,train17686.aiff,0
12202,train12203.aiff,0
16943,train16944.aiff,0
25284,train25285.aiff,0
2447,train2448.aiff,0
1641,train1642.aiff,1
27043,train27044.aiff,1
25170,train25171.aiff,1
4721,train4722.aiff,1
10568,train10569.aiff,1
21491,train21492.aiff,0
20141,train20142.aiff,1
20384,train20385.aiff,1
13556,train13557.aiff,0
23581,train23582.aiff,0
19208,train19209.aiff,1
3567,train3568.aiff,0
19717,train19718.aiff,0
26033,train26034.aiff,1
716,train717.aiff,0
6571,train6572.aiff,1
20125,train20126.aiff,1
28264,train28265.aiff,0
8952,train8953.aiff,0
17375,train17376.aiff,0
9068,train9069.aiff,1
22064,train22065.aiff,0
11864,train11865.aiff,1
19160,train19161.aiff,0
28923,train28924.aiff,0
19418,train19419.aiff,1
8705,train8706.aiff,1
26259,train26260.aiff,1
21989,train21990.aiff,1
4944,train4945.aiff,1
29484,train29485.aiff,0
26245,train26246.aiff,1
20424,train20425.aiff,1
143,train144.aiff,0
26561,train26562.aiff,1
5411,train5412.aiff,1
8807,train8808.aiff,1
23925,train23926.aiff,0
29934,train29935.aiff,1
2870,train2871.aiff,0
3019,train3020.aiff,0
3248,train3249.aiff,0
10760,train10761.aiff,0
8537,train8538.aiff,1
18852,train18853.aiff,1
23902,train23903.aiff,0
18475,train18476.aiff,1
8590,train8591.aiff,0
19929,train19930.aiff,0
1755,train1756.aiff,0
24888,train24889.aiff,1
4473,train4474.aiff,0
14747,train14748.aiff,0
12605,train12606.aiff,1
18812,train18813.aiff,1
21198,train21199.aiff,0
26279,train26280.aiff,1
11333,train11334.aiff,0
21511,train21512.aiff,0
22947,train22948.aiff,0
22556,train22557.aiff,1
28417,train28418.aiff,1
27322,train27323.aiff,0
9233,train9234.aiff,0
20150,train20151.aiff,0
29180,train29181.aiff,1
24328,train24329.aiff,0
7503,train7504.aiff,1
12676,train12677.aiff,1
27269,train27270.aiff,0
11282,train11283.aiff,1
26017,train26018.aiff,1
26920,train26921.aiff,1
20461,train20462.aiff,1
20922,train20923.aiff,0
29795,train29796.aiff,1
22757,train22758.aiff,0
5705,train5706.aiff,0
7728,train7729.aiff,0
18212,train18213.aiff,0
2782,train2783.aiff,0
17540,train17541.aiff,1
1513,train1514.aiff,1
16820,train16821.aiff,1
12149,train12150.aiff,1
7594,train7595.aiff,1
10375,train10376.aiff,1
27737,train27738.aiff,0
21362,train21363.aiff,0
